"public_food_id_compound_id_name","compound_SMILES"
"FOOD00057 _ FDB015471 _ Lutein","C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C"
"FOOD00057 _ FDB015966 _ Terpinolene","CC(C)=C1CCC(C)=CC1"
"FOOD00057 _ FDB015968 _ gamma-Terpinene","CC(C)C1=CCC(C)=CC1"
"FOOD00057 _ FDB016249 _ Chlorine","ClCl"
"FOOD00057 _ FDB016251 _ Iron","[Fe]"
"FOOD00057 _ FDB017358 _ 1-Isopropyl-4-methylbenzene","CC(C)C1=CC=C(C)C=C1"
"FOOD00057 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene","CC(C)=CCCC(=C)C=C"
"FOOD00057 _ FDB019865 _ (3R,3'R, all-E)-Zeaxanthin","O[C@H]1CC(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C2=C(C)C[C@H](O)CC2(C)C)C(C)(C)C1"
"FOOD00057 _ FDB020002 _ Neryl formate","CC(C)=CCC\C(C)=C/COC=O"
"FOOD00057 _ FDB021453 _ Pectic acid","O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O"
"FOOD00059 _ FDB000455 _ Theobromine","CN1C=NC2=C1C(=O)NC(=O)N2C"
"FOOD00059 _ FDB000710 _ Choline","C[N+](C)(C)CCO"
"FOOD00059 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00059 _ FDB001111 _ Chinese tannin","OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00059 _ FDB001131 _ Sucrose","OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O"
"FOOD00059 _ FDB002100 _ Caffeine","CN1C=NC2=C1C(=O)N(C)C(=O)N2C"
"FOOD00059 _ FDB002237 _ Trigonelline","C[N+]1=CC=CC(=C1)C([O-])=O"
"FOOD00059 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00059 _ FDB003520 _ Phosphorus","P"
"FOOD00059 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00059 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00059 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00059 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00059 _ FDB016251 _ Iron","[Fe]"
"FOOD00061 _ FDB000846 _ Vanillic acid","COC1=C(O)C=CC(=C1)C(O)=O"
"FOOD00061 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00061 _ FDB001022 _ Ethyl hexadecanoate","CCCCCCCCCCCCCCCC(=O)OCC"
"FOOD00061 _ FDB001128 _ Starch","OCC1OC(O)C(O)C(O)C1O"
"FOOD00061 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00061 _ FDB002793 _ Anethole","COC1=CC=C(\C=C/C)C=C1"
"FOOD00061 _ FDB002916 _ Undecanal","CCCCCCCCCCC=O"
"FOOD00061 _ FDB003303 _ Nonanal","CCCCCCCCC=O"
"FOOD00061 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00061 _ FDB003516 _ Chromium","[Cr]"
"FOOD00061 _ FDB003520 _ Phosphorus","P"
"FOOD00061 _ FDB003521 _ Potassium","[K+]"
"FOOD00061 _ FDB003523 _ Sodium","[Na]"
"FOOD00061 _ FDB003575 _ Boron","B"
"FOOD00061 _ FDB003581 _ Cobalt","[Co]"
"FOOD00061 _ FDB003582 _ Copper","[Cu]"
"FOOD00061 _ FDB003636 _ Manganese","[Mn]"
"FOOD00061 _ FDB003729 _ Zinc","[Zn]"
"FOOD00061 _ FDB009065 _ Camphene","CC1(C)C2CCC(C2)C1=C"
"FOOD00061 _ FDB009067 _ D-Camphor","CC1(C)C2CCC1(C)C(=O)C2"
"FOOD00061 _ FDB010508 _ 4-Hydroxybenzoic acid","OC(=O)C1=CC=C(O)C=C1"
"FOOD00061 _ FDB012052 _ Cinnamic acid","OC(=O)\C=C/C1=CC=CC=C1"
"FOOD00061 _ FDB012137 _ Lauric aldehyde","CCCCCCCCCCCC=O"
"FOOD00061 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00061 _ FDB012435 _ Ethyl tetradecanoate","CCCCCCCCCCCCCC(=O)OCC"
"FOOD00061 _ FDB012454 _ Toluene","CC1=CC=CC=C1"
"FOOD00061 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00061 _ FDB012768 _ Decanal","CCCCCCCCCC=O"
"FOOD00061 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00061 _ FDB013444 _ Nickel","[Ni]"
"FOOD00061 _ FDB013516 _ 4(10)-Thujene","CC(C)C12CC1C(=C)CC2"
"FOOD00061 _ FDB013567 _ Limonene","CC(=C)C1CCC(C)=CC1"
"FOOD00061 _ FDB013574 _ (±)-Borneol","CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2"
"FOOD00061 _ FDB013792 _ Geraniol","CC(C)=CCC\C(C)=C\CO"
"FOOD00061 _ FDB014378 _ Nerolidol","CC(C)=CCCC(C)=CCCC(C)(O)C=C"
"FOOD00061 _ FDB014416 _ alpha-Terpineol","CC1=CCC(CC1)C(C)(C)O"
"FOOD00061 _ FDB014490 _ Citronellol","CC(CCO)CCC=C(C)C"
"FOOD00061 _ FDB014601 _ p-Menth-1-en-4-ol","CC(C)C1(O)CCC(C)=CC1"
"FOOD00061 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00061 _ FDB014614 _ Carvone","CC(=C)C1CC=C(C)C(=O)C1"
"FOOD00061 _ FDB014917 _ beta-Phellandrene","CC(C)C1CCC(=C)C=C1"
"FOOD00061 _ FDB014940 _ Linalool","CC(C)=CCCC(C)(O)C=C"
"FOOD00061 _ FDB015464 _ beta-Pinene","CC1(C)C2CC1C(=C)CC2"
"FOOD00061 _ FDB015736 _ beta-Caryophyllene","C\C1=C\CCC(=C)C2CC(C)(C)C2CC1"
"FOOD00061 _ FDB015966 _ Terpinolene","CC(C)=C1CCC(C)=CC1"
"FOOD00061 _ FDB015968 _ gamma-Terpinene","CC(C)C1=CCC(C)=CC1"
"FOOD00061 _ FDB016251 _ Iron","[Fe]"
"FOOD00061 _ FDB017358 _ 1-Isopropyl-4-methylbenzene","CC(C)C1=CC=C(C)C=C1"
"FOOD00061 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene","CC(C)=CCCC(=C)C=C"
"FOOD00062 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00062 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00062 _ FDB001131 _ Sucrose","OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O"
"FOOD00062 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00062 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00062 _ FDB003516 _ Chromium","[Cr]"
"FOOD00062 _ FDB003520 _ Phosphorus","P"
"FOOD00062 _ FDB003521 _ Potassium","[K+]"
"FOOD00062 _ FDB003523 _ Sodium","[Na]"
"FOOD00062 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00062 _ FDB003575 _ Boron","B"
"FOOD00062 _ FDB003581 _ Cobalt","[Co]"
"FOOD00062 _ FDB003582 _ Copper","[Cu]"
"FOOD00062 _ FDB003635 _ Iodine","II"
"FOOD00062 _ FDB003636 _ Manganese","[Mn]"
"FOOD00062 _ FDB003653 _ Molybdenum","[Mo]"
"FOOD00062 _ FDB003713 _ Silicon","[SiH4]"
"FOOD00062 _ FDB003717 _ Sulfur","[S]"
"FOOD00062 _ FDB003722 _ Tin","[SnH4]"
"FOOD00062 _ FDB003727 _ Uranium","[U]"
"FOOD00062 _ FDB003729 _ Zinc","[Zn]"
"FOOD00062 _ FDB003763 _ Arsenic","[AsH3]"
"FOOD00062 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00062 _ FDB003777 _ Lead","[Pb++]"
"FOOD00062 _ FDB003780 _ Mercury","[Hg]"
"FOOD00062 _ FDB003792 _ Vanadium","[V]"
"FOOD00062 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00062 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00062 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00062 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00062 _ FDB013400 _ Selenium","[Se]"
"FOOD00062 _ FDB013444 _ Nickel","[Ni]"
"FOOD00062 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00062 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00062 _ FDB016246 _ Gold","[Au]"
"FOOD00062 _ FDB016249 _ Chlorine","ClCl"
"FOOD00062 _ FDB016251 _ Iron","[Fe]"
"FOOD00063 _ FDB001128 _ Starch","OCC1OC(O)C(O)C(O)C1O"
"FOOD00063 _ FDB003582 _ Copper","[Cu]"
"FOOD00063 _ FDB003636 _ Manganese","[Mn]"
"FOOD00063 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00063 _ FDB014549 _ alpha-Crocin","C\C(\C=C\C=C(/C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)=C\C=C\C=C(/C)\C=C\C=C(\C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O"
"FOOD00065 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00065 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00065 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00065 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00065 _ FDB000565 _ alpha-Tocopherol","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C"
"FOOD00065 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00065 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00065 _ FDB001131 _ Sucrose","OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O"
"FOOD00065 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00065 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00065 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00065 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00065 _ FDB003516 _ Chromium","[Cr]"
"FOOD00065 _ FDB003520 _ Phosphorus","P"
"FOOD00065 _ FDB003521 _ Potassium","[K+]"
"FOOD00065 _ FDB003523 _ Sodium","[Na]"
"FOOD00065 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00065 _ FDB003575 _ Boron","B"
"FOOD00065 _ FDB003581 _ Cobalt","[Co]"
"FOOD00065 _ FDB003582 _ Copper","[Cu]"
"FOOD00065 _ FDB003636 _ Manganese","[Mn]"
"FOOD00065 _ FDB003653 _ Molybdenum","[Mo]"
"FOOD00065 _ FDB003713 _ Silicon","[SiH4]"
"FOOD00065 _ FDB003717 _ Sulfur","[S]"
"FOOD00065 _ FDB003729 _ Zinc","[Zn]"
"FOOD00065 _ FDB003763 _ Arsenic","[AsH3]"
"FOOD00065 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00065 _ FDB003777 _ Lead","[Pb++]"
"FOOD00065 _ FDB003780 _ Mercury","[Hg]"
"FOOD00065 _ FDB004181 _ Lithium","[Li]"
"FOOD00065 _ FDB004188 _ Silver","[Ag]"
"FOOD00065 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00065 _ FDB011841 _ L-Citrulline","NC(CCCNC(O)=N)C(O)=O"
"FOOD00065 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00065 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00065 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00065 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00065 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00065 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00065 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00065 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00065 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00065 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00065 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00065 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00065 _ FDB013400 _ Selenium","[Se]"
"FOOD00065 _ FDB013444 _ Nickel","[Ni]"
"FOOD00065 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00065 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00065 _ FDB016251 _ Iron","[Fe]"
"FOOD00066 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00066 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00066 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00066 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00066 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00066 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00066 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00066 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00066 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00066 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00066 _ FDB003010 _ Dodecanoic acid","CCCCCCCCCCCC(O)=O"
"FOOD00066 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00066 _ FDB003520 _ Phosphorus","P"
"FOOD00066 _ FDB003521 _ Potassium","[K+]"
"FOOD00066 _ FDB003523 _ Sodium","[Na]"
"FOOD00066 _ FDB003582 _ Copper","[Cu]"
"FOOD00066 _ FDB003636 _ Manganese","[Mn]"
"FOOD00066 _ FDB003729 _ Zinc","[Zn]"
"FOOD00066 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00066 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00066 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00066 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00066 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00066 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00066 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00066 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00066 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00066 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00066 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00066 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00066 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00066 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00066 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00066 _ FDB016251 _ Iron","[Fe]"
"FOOD00066 _ FDB021453 _ Pectic acid","O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O"
"FOOD00067 _ FDB000872 _ 4-Methoxybenzaldehyde","COC1=CC=C(C=O)C=C1"
"FOOD00067 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00067 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00067 _ FDB001522 _ alpha-Copaene","[H][C@@]12C3C(C)=CC[C@]1([H])[C@]3(C)CC[C@H]2C(C)C"
"FOOD00067 _ FDB002649 _ Dillapiol","COC1=C(OC)C(CC=C)=CC2=C1OCO2"
"FOOD00067 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00067 _ FDB003516 _ Chromium","[Cr]"
"FOOD00067 _ FDB003520 _ Phosphorus","P"
"FOOD00067 _ FDB003521 _ Potassium","[K+]"
"FOOD00067 _ FDB003523 _ Sodium","[Na]"
"FOOD00067 _ FDB003575 _ Boron","B"
"FOOD00067 _ FDB003581 _ Cobalt","[Co]"
"FOOD00067 _ FDB003582 _ Copper","[Cu]"
"FOOD00067 _ FDB003636 _ Manganese","[Mn]"
"FOOD00067 _ FDB003729 _ Zinc","[Zn]"
"FOOD00067 _ FDB008492 _ Cuminyl alcohol","CC(C)C1=CC=C(CO)C=C1"
"FOOD00067 _ FDB008724 _ Cuminaldehyde","[H]C(=O)C1=CC=C(C=C1)C(C)C"
"FOOD00067 _ FDB009029 _ Bornyl acetate","CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C"
"FOOD00067 _ FDB012001 _ Methyl cinnamate","COC(=O)\C=C/C1=CC=CC=C1"
"FOOD00067 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00067 _ FDB012392 _ 1-Methoxy-4-(2-propenyl)benzene","COC1=CC=C(CC=C)C=C1"
"FOOD00067 _ FDB013444 _ Nickel","[Ni]"
"FOOD00067 _ FDB013516 _ 4(10)-Thujene","CC(C)C12CC1C(=C)CC2"
"FOOD00067 _ FDB013567 _ Limonene","CC(=C)C1CCC(C)=CC1"
"FOOD00067 _ FDB013573 _ Piperitone","CC(C)C1CCC(C)=CC1=O"
"FOOD00067 _ FDB014324 _ alpha-Carene","CC1=CCC2C(C1)C2(C)C"
"FOOD00067 _ FDB014367 _ (+)-trans-Pinocarveol","CC1(C)[C@@H]2C[C@H]1C(=C)[C@@H](O)C2"
"FOOD00067 _ FDB014416 _ alpha-Terpineol","CC1=CCC(CC1)C(C)(C)O"
"FOOD00067 _ FDB014577 _ beta-Elemene","CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C"
"FOOD00067 _ FDB014601 _ p-Menth-1-en-4-ol","CC(C)C1(O)CCC(C)=CC1"
"FOOD00067 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00067 _ FDB014616 _ 1,8-Cineole","CC12CCC(CC1)C(C)(C)O2"
"FOOD00067 _ FDB014891 _ Farnesol","CC(C)=CCC\C(C)=C\CC\C(C)=C\CO"
"FOOD00067 _ FDB014910 _ Perillaldehyde","[H]C(=O)C1=CCC(CC1)C(C)=C"
"FOOD00067 _ FDB014917 _ beta-Phellandrene","CC(C)C1CCC(=C)C=C1"
"FOOD00067 _ FDB014919 _ Carveol","CC(=C)C1CC=C(C)C(O)C1"
"FOOD00067 _ FDB014940 _ Linalool","CC(C)=CCCC(C)(O)C=C"
"FOOD00067 _ FDB015006 _ S-beta-Bisabolene","CC(C)=CCCC(=C)C1CCC(C)=CC1"
"FOOD00067 _ FDB015464 _ beta-Pinene","CC1(C)C2CC1C(=C)CC2"
"FOOD00067 _ FDB015736 _ beta-Caryophyllene","C\C1=C\CCC(=C)C2CC(C)(C)C2CC1"
"FOOD00067 _ FDB015968 _ gamma-Terpinene","CC(C)C1=CCC(C)=CC1"
"FOOD00067 _ FDB016251 _ Iron","[Fe]"
"FOOD00067 _ FDB017358 _ 1-Isopropyl-4-methylbenzene","CC(C)C1=CC=C(C)C=C1"
"FOOD00067 _ FDB017400 _ 7-Methyl-3-methylene-1,6-octadiene","CC(C)=CCCC(=C)C=C"
"FOOD00067 _ FDB020007 _ Benzyl cinnamate","O=C(OCC1=CC=CC=C1)\C=C/C1=CC=CC=C1"
"FOOD00068 _ FDB000565 _ alpha-Tocopherol","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C"
"FOOD00068 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00068 _ FDB001128 _ Starch","OCC1OC(O)C(O)C(O)C1O"
"FOOD00068 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00068 _ FDB001936 _ Stigmasterol","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\[C@@H](CC)C(C)C"
"FOOD00068 _ FDB002558 _ Caffeic acid","OC(=O)\C=C\C1=CC(O)=C(O)C=C1"
"FOOD00068 _ FDB002593 _ p-Coumaric acid","OC(=O)\C=C\C1=CC=C(O)C=C1"
"FOOD00068 _ FDB002667 _ trans-p-Methoxycinnamic acid","COC1=CC=C(\C=C\C(O)=O)C=C1"
"FOOD00068 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00068 _ FDB003516 _ Chromium","[Cr]"
"FOOD00068 _ FDB003520 _ Phosphorus","P"
"FOOD00068 _ FDB003521 _ Potassium","[K+]"
"FOOD00068 _ FDB003523 _ Sodium","[Na]"
"FOOD00068 _ FDB003575 _ Boron","B"
"FOOD00068 _ FDB003581 _ Cobalt","[Co]"
"FOOD00068 _ FDB003582 _ Copper","[Cu]"
"FOOD00068 _ FDB003636 _ Manganese","[Mn]"
"FOOD00068 _ FDB003693 _ Salicylates","OC(=O)C1=CC=CC=C1[O-]"
"FOOD00068 _ FDB003729 _ Zinc","[Zn]"
"FOOD00068 _ FDB005326 _ alpha-Curcumene","CC(CCC=C)C1=CC=C(C)C=C1"
"FOOD00068 _ FDB009067 _ D-Camphor","CC1(C)C2CCC1(C)C(=O)C2"
"FOOD00068 _ FDB009636 _ Isoborneol","CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2"
"FOOD00068 _ FDB011081 _ Cyclocurcumin","COC1=C(O)C=CC(\C=C\C2=CC(=O)CC(O2)C2=CC(OC)=C(O)C=C2)=C1"
"FOOD00068 _ FDB011824 _ beta-D-Glucopyranose","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O"
"FOOD00068 _ FDB011904 _ Quercetin","OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00068 _ FDB011961 _ Bisdemethoxycurcumin","O\C(\C=C\C1=CC=C(O)C=C1)=C/C(=O)/C=C/C1=CC=C(O)C=C1"
"FOOD00068 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00068 _ FDB012171 _ Eugenol","COC1=C(O)C=CC(CC=C)=C1"
"FOOD00068 _ FDB012185 _ Curcumenol","CC1CCC2C(C)=CC3(O)OC12CC3=C(C)C"
"FOOD00068 _ FDB012292 _ Curcumin","COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O"
