"public_food_id_compound_id_name","compound_SMILES"
"FOOD00133 _ FDB013444 _ Nickel","[Ni]"
"FOOD00133 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00133 _ FDB016251 _ Iron","[Fe]"
"FOOD00135 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00135 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00135 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00135 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00135 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00135 _ FDB000661 _ Raffinose","OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O"
"FOOD00135 _ FDB000787 _ L-Asparagine","N[C@@H](CC(N)=O)C(O)=O"
"FOOD00135 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00135 _ FDB001111 _ Chinese tannin","OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OCC1OC(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C(OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)C1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1"
"FOOD00135 _ FDB001128 _ Starch","OCC1OC(O)C(O)C(O)C1O"
"FOOD00135 _ FDB001131 _ Sucrose","OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O"
"FOOD00135 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00135 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00135 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00135 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00135 _ FDB003010 _ Dodecanoic acid","CCCCCCCCCCCC(O)=O"
"FOOD00135 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00135 _ FDB003520 _ Phosphorus","P"
"FOOD00135 _ FDB003521 _ Potassium","[K+]"
"FOOD00135 _ FDB003523 _ Sodium","[Na]"
"FOOD00135 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00135 _ FDB003575 _ Boron","B"
"FOOD00135 _ FDB003582 _ Copper","[Cu]"
"FOOD00135 _ FDB003635 _ Iodine","II"
"FOOD00135 _ FDB003636 _ Manganese","[Mn]"
"FOOD00135 _ FDB003713 _ Silicon","[SiH4]"
"FOOD00135 _ FDB003717 _ Sulfur","[S]"
"FOOD00135 _ FDB003729 _ Zinc","[Zn]"
"FOOD00135 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00135 _ FDB003777 _ Lead","[Pb++]"
"FOOD00135 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00135 _ FDB011824 _ beta-D-Glucopyranose","OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O"
"FOOD00135 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00135 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00135 _ FDB012158 _ Serotonin","NCCC1=CNC2=CC=C(O)C=C12"
"FOOD00135 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00135 _ FDB012164 _ Levoglutamide","NC(CCC(O)=N)C(O)=O"
"FOOD00135 _ FDB012320 _ Stachyose","OCC1OC(CO)(OC2OC(COC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O"
"FOOD00135 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00135 _ FDB012528 _ D-Fructose","OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O"
"FOOD00135 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00135 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00135 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00135 _ FDB012678 _ L-Cysteine","N[C@@H](CS)C(O)=O"
"FOOD00135 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00135 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00135 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00135 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00135 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00135 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00135 _ FDB016249 _ Chlorine","ClCl"
"FOOD00135 _ FDB016251 _ Iron","[Fe]"
"FOOD00135 _ FDB016592 _ Chlorophyll","[Mg++].[H]\C(COC(=O)CC[C@]1([H])\C2=C3/C4=N/C(=C\C5=C(CC)C(C)=C([N-]5)\C=C5/N\C(=C/C(=N2)[C@@]1([H])C)C(C)=C5C=C)/C(C)=C4C(=O)[C@]3([H])C(=O)OC)=C(\C)CCCC([H])(C)CCCC([H])(C)CCCC(C)C"
"FOOD00135 _ FDB021453 _ Pectic acid","O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O"
"FOOD00137 _ FDB001094 _ Umbelliferone","OC1=CC2=C(C=C1)C=CC(=O)O2"
"FOOD00137 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00137 _ FDB001462 _ cis-beta-Ocimene","CC(C)=CC\C=C(\C)C=C"
"FOOD00137 _ FDB002542 _ Bergapten","COC1=C2C=CC(=O)OC2=CC2=C1C=CO2"
"FOOD00137 _ FDB002558 _ Caffeic acid","OC(=O)\C=C\C1=CC(O)=C(O)C=C1"
"FOOD00137 _ FDB002793 _ Anethole","COC1=CC=C(\C=C/C)C=C1"
"FOOD00137 _ FDB002796 _ cis-Anethole","COC1=CC=C(\C=C/C)C=C1"
"FOOD00137 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00137 _ FDB003520 _ Phosphorus","P"
"FOOD00137 _ FDB003521 _ Potassium","[K+]"
"FOOD00137 _ FDB003523 _ Sodium","[Na]"
"FOOD00137 _ FDB003575 _ Boron","B"
"FOOD00137 _ FDB003582 _ Copper","[Cu]"
"FOOD00137 _ FDB003636 _ Manganese","[Mn]"
"FOOD00137 _ FDB003729 _ Zinc","[Zn]"
"FOOD00137 _ FDB003865 _ Phellandrene","CC(C)C1CC=C(C)C=C1"
"FOOD00137 _ FDB005326 _ alpha-Curcumene","CC(CCC=C)C1=CC=C(C)C=C1"
"FOOD00137 _ FDB009065 _ Camphene","CC1(C)C2CCC(C2)C1=C"
"FOOD00137 _ FDB010873 _ 1-(4-Methoxyphenyl)-2-propanone","COC1=CC=C(CC(C)=O)C=C1"
"FOOD00137 _ FDB012392 _ 1-Methoxy-4-(2-propenyl)benzene","COC1=CC=C(CC=C)C=C1"
"FOOD00137 _ FDB012554 _ 4-Methoxybenzyl alcohol","COC1=CC=C(CO)C=C1"
"FOOD00137 _ FDB012705 _ Scopoletin","COC1=C(O)C=C2OC(=O)C=CC2=C1"
"FOOD00137 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00137 _ FDB013255 _ Luteolin","OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"
"FOOD00137 _ FDB013516 _ 4(10)-Thujene","CC(C)C12CC1C(=C)CC2"
"FOOD00137 _ FDB013567 _ Limonene","CC(=C)C1CCC(C)=CC1"
"FOOD00137 _ FDB014280 _ Luteolin 7-glucoside","OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O"
"FOOD00137 _ FDB014416 _ alpha-Terpineol","CC1=CCC(CC1)C(C)(C)O"
"FOOD00137 _ FDB014940 _ Linalool","CC(C)=CCCC(C)(O)C=C"
"FOOD00137 _ FDB015464 _ beta-Pinene","CC1(C)C2CC1C(=C)CC2"
"FOOD00137 _ FDB016251 _ Iron","[Fe]"
"FOOD00139 _ FDB000449 _ Piperine","O=C(\C=C\C=C\C1=CC2=C(OCO2)C=C1)N1CCCCC1"
"FOOD00139 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00139 _ FDB001128 _ Starch","OCC1OC(O)C(O)C(O)C1O"
"FOOD00139 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00139 _ FDB003010 _ Dodecanoic acid","CCCCCCCCCCCC(O)=O"
"FOOD00139 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00139 _ FDB003516 _ Chromium","[Cr]"
"FOOD00139 _ FDB003520 _ Phosphorus","P"
"FOOD00139 _ FDB003521 _ Potassium","[K+]"
"FOOD00139 _ FDB003523 _ Sodium","[Na]"
"FOOD00139 _ FDB003575 _ Boron","B"
"FOOD00139 _ FDB003581 _ Cobalt","[Co]"
"FOOD00139 _ FDB003582 _ Copper","[Cu]"
"FOOD00139 _ FDB003635 _ Iodine","II"
"FOOD00139 _ FDB003636 _ Manganese","[Mn]"
"FOOD00139 _ FDB003717 _ Sulfur","[S]"
"FOOD00139 _ FDB003729 _ Zinc","[Zn]"
"FOOD00139 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00139 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00139 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00139 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00139 _ FDB013444 _ Nickel","[Ni]"
"FOOD00139 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00139 _ FDB016249 _ Chlorine","ClCl"
"FOOD00139 _ FDB016251 _ Iron","[Fe]"
"FOOD00140 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00140 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00140 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00140 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00140 _ FDB000565 _ alpha-Tocopherol","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C"
"FOOD00140 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00140 _ FDB001131 _ Sucrose","OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O"
"FOOD00140 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00140 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00140 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00140 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00140 _ FDB003516 _ Chromium","[Cr]"
"FOOD00140 _ FDB003520 _ Phosphorus","P"
"FOOD00140 _ FDB003521 _ Potassium","[K+]"
"FOOD00140 _ FDB003523 _ Sodium","[Na]"
"FOOD00140 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00140 _ FDB003575 _ Boron","B"
"FOOD00140 _ FDB003581 _ Cobalt","[Co]"
"FOOD00140 _ FDB003582 _ Copper","[Cu]"
"FOOD00140 _ FDB003635 _ Iodine","II"
"FOOD00140 _ FDB003636 _ Manganese","[Mn]"
"FOOD00140 _ FDB003713 _ Silicon","[SiH4]"
"FOOD00140 _ FDB003717 _ Sulfur","[S]"
"FOOD00140 _ FDB003722 _ Tin","[SnH4]"
"FOOD00140 _ FDB003729 _ Zinc","[Zn]"
"FOOD00140 _ FDB003763 _ Arsenic","[AsH3]"
"FOOD00140 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00140 _ FDB003777 _ Lead","[Pb++]"
"FOOD00140 _ FDB003780 _ Mercury","[Hg]"
"FOOD00140 _ FDB003792 _ Vanadium","[V]"
"FOOD00140 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00140 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00140 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00140 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00140 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00140 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00140 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00140 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00140 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00140 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00140 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00140 _ FDB013400 _ Selenium","[Se]"
"FOOD00140 _ FDB013444 _ Nickel","[Ni]"
"FOOD00140 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00140 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00140 _ FDB016246 _ Gold","[Au]"
"FOOD00140 _ FDB016249 _ Chlorine","ClCl"
"FOOD00140 _ FDB016251 _ Iron","[Fe]"
"FOOD00140 _ FDB021453 _ Pectic acid","O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O"
"FOOD00141 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00141 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00141 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00141 _ FDB000521 _ Homoserine","NC(CCO)C(O)=O"
"FOOD00141 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00141 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00141 _ FDB000633 _ Kaempferol","OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"
"FOOD00141 _ FDB000661 _ Raffinose","OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O"
"FOOD00141 _ FDB000710 _ Choline","C[N+](C)(C)CCO"
"FOOD00141 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00141 _ FDB001128 _ Starch","OCC1OC(O)C(O)C(O)C1O"
"FOOD00141 _ FDB001131 _ Sucrose","OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O"
"FOOD00141 _ FDB001182 _ Cellulose","OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O"
"FOOD00141 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00141 _ FDB001480 _ Hentriacontane","CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC"
"FOOD00141 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00141 _ FDB002237 _ Trigonelline","C[N+]1=CC=CC(=C1)C([O-])=O"
"FOOD00141 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00141 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00141 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00141 _ FDB003516 _ Chromium","[Cr]"
"FOOD00141 _ FDB003520 _ Phosphorus","P"
"FOOD00141 _ FDB003521 _ Potassium","[K+]"
"FOOD00141 _ FDB003523 _ Sodium","[Na]"
"FOOD00141 _ FDB003570 _ Aluminum","[AlH3]"
"FOOD00141 _ FDB003575 _ Boron","B"
"FOOD00141 _ FDB003581 _ Cobalt","[Co]"
"FOOD00141 _ FDB003582 _ Copper","[Cu]"
"FOOD00141 _ FDB003635 _ Iodine","II"
"FOOD00141 _ FDB003636 _ Manganese","[Mn]"
"FOOD00141 _ FDB003653 _ Molybdenum","[Mo]"
"FOOD00141 _ FDB003713 _ Silicon","[SiH4]"
"FOOD00141 _ FDB003717 _ Sulfur","[S]"
"FOOD00141 _ FDB003729 _ Zinc","[Zn]"
"FOOD00141 _ FDB003763 _ Arsenic","[AsH3]"
"FOOD00141 _ FDB003766 _ Cadmium","[Cd]"
"FOOD00141 _ FDB003777 _ Lead","[Pb++]"
"FOOD00141 _ FDB003780 _ Mercury","[Hg]"
"FOOD00141 _ FDB005666 _ Verbascose","OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O"
"FOOD00141 _ FDB008322 _ Pantothenic acid","CC(C)(CO)C(O)C(=O)NCCC(O)=O"
"FOOD00141 _ FDB009020 _ Betaine","C[N+](C)(C)CC([O-])=O"
"FOOD00141 _ FDB010547 _ Myo-Inositol","O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O"
"FOOD00141 _ FDB011663 _ Coumestrol","OC1=CC2=C(C=C1)C1=C(O2)C2=C(OC1=O)C=C(O)C=C2"
"FOOD00141 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00141 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00141 _ FDB012019 _ beta-Cryptoxanthin","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CC(O)CC1(C)C"
"FOOD00141 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00141 _ FDB012320 _ Stachyose","OCC1OC(CO)(OC2OC(COC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O"
"FOOD00141 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00141 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00141 _ FDB012485 _ Nicotinamide","NC(=O)C1=CC=CN=C1"
"FOOD00141 _ FDB012524 _ D-Pinitol","CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O"
"FOOD00141 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00141 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00141 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00141 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00141 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00141 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00141 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00141 _ FDB013400 _ Selenium","[Se]"
"FOOD00141 _ FDB013444 _ Nickel","[Ni]"
"FOOD00141 _ FDB014504 _ Folic acid","NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1"
"FOOD00141 _ FDB014510 _ Biotin","OC(=O)CCCCC1SCC2NC(=O)NC12"
"FOOD00141 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00141 _ FDB016249 _ Chlorine","ClCl"
"FOOD00141 _ FDB016251 _ Iron","[Fe]"
"FOOD00141 _ FDB021453 _ Pectic acid","O[C@H]1O[C@@H]([C@H](O[C@H]2O[C@@H]([C@H](O[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(O)=O)[C@H](O)[C@H]1O)C(O)=O"
"FOOD00142 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00142 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00142 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00142 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00142 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
"FOOD00142 _ FDB001182 _ Cellulose","OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O"
"FOOD00142 _ FDB001224 _ L-Ascorbic acid","[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO"
"FOOD00142 _ FDB001498 _ Glutathione","N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O"
"FOOD00142 _ FDB001946 _ L-Leucine","CC(C)CC(N)C(O)=O"
"FOOD00142 _ FDB002250 _ L-Tryptophan","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O"
"FOOD00142 _ FDB002257 _ Arginine","N[C@@H](CCCNC(N)=N)C(O)=O"
"FOOD00142 _ FDB003102 _ Eicosapentaenoic acid","CC\C=C/C\C=C/C\C=C\C\C=C/C\C=C/CCCC(O)=O"
"FOOD00142 _ FDB003513 _ Calcium","[Ca++]"
"FOOD00142 _ FDB003520 _ Phosphorus","P"
"FOOD00142 _ FDB003521 _ Potassium","[K+]"
"FOOD00142 _ FDB003523 _ Sodium","[Na]"
"FOOD00142 _ FDB003582 _ Copper","[Cu]"
"FOOD00142 _ FDB003717 _ Sulfur","[S]"
"FOOD00142 _ FDB003729 _ Zinc","[Zn]"
"FOOD00142 _ FDB008114 _ Malic acid","OC(CC(O)=O)C(O)=O"
"FOOD00142 _ FDB011856 _ L-Histidine","NC(CC1=CN=CN1)C(O)=O"
"FOOD00142 _ FDB011999 _ L-Threonine","C[C@@H](O)[C@H](N)C(O)=O"
"FOOD00142 _ FDB012160 _ Riboflavine","CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1"
"FOOD00142 _ FDB012397 _ L-Isoleucine","CCC(C)C(N)C(O)=O"
"FOOD00142 _ FDB012462 _ alpha-Linolenic acid","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O"
"FOOD00142 _ FDB012535 _ L-Glutamic acid","N[C@@H](CCC(O)=O)C(O)=O"
"FOOD00142 _ FDB012563 _ L-Cystine","NC(CSSCC(N)C(O)=O)C(O)=O"
"FOOD00142 _ FDB012567 _ L-Aspartic acid","N[C@@H](CC(O)=O)C(O)=O"
"FOOD00142 _ FDB012683 _ L-Methionine","CSCC[C@H](N)C(O)=O"
"FOOD00142 _ FDB012739 _ L-Serine","NC(CO)C(O)=O"
"FOOD00142 _ FDB012760 _ (Z,Z)-9,12-Octadecadienoic acid","[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O"
"FOOD00142 _ FDB012858 _ Oleic acid","CCCCCCCC\C=C\CCCCCCCC(O)=O"
"FOOD00142 _ FDB014613 _ beta-Carotene","C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C"
"FOOD00142 _ FDB016249 _ Chlorine","ClCl"
"FOOD00142 _ FDB016251 _ Iron","[Fe]"
"FOOD00144 _ FDB000446 _ L-Tyrosine","NC(CC1=CC=C(O)C=C1)C(O)=O"
"FOOD00144 _ FDB000474 _ L-Lysine","NCCCC[C@H](N)C(O)=O"
"FOOD00144 _ FDB000484 _ Glycine","NCC(O)=O"
"FOOD00144 _ FDB000556 _ L-Alanine","C[C@H](N)C(O)=O"
"FOOD00144 _ FDB000574 _ Pyridoxine","CC1=C(O)C(CO)=C(CO)C=N1"
"FOOD00144 _ FDB001014 _ Nicotinic acid","OC(=O)C1=CN=CC=C1"
